,dailySwapVolumeSnapshots_volumeUSD,dailySwapVolumeSnapshots_datetime
822,0.0126235,2022-02-24
823,5829.193410501444,2022-02-23
824,1499.7710808050906,2022-02-23
825,231224.77662434542,2022-02-23
826,793439.4928577205,2022-02-23
827,151443.3645395,2022-02-23
828,10299400.97284224,2022-02-23
829,7361.081807345401,2022-02-23
830,22363.51283091952,2022-02-22
831,26218.97995666402,2022-02-22
832,1971832.2089563292,2022-02-22
833,567644.9989395086,2022-02-22
834,174972.6486035,2022-02-22
835,22887579.12616287,2022-02-22
836,12519555.690505384,2022-02-22
837,110791.60494235755,2022-02-22
838,2600.0164217636266,2022-02-21
839,25892.71402772123,2022-02-21
840,288883.6648352223,2022-02-21
841,74610.89475095959,2022-02-21
842,309751.0961355,2022-02-21
843,26130354.711946994,2022-02-21
844,1265212.0045472537,2022-02-21
845,42322.30818336523,2022-02-21
846,4171.557215694131,2022-02-20
847,15.171315864560468,2022-02-20
848,185011.36724571174,2022-02-20
849,85456.11553227184,2022-02-20
850,134890.9791615,2022-02-20
851,7267106.009426473,2022-02-20
852,1912644.3982031522,2022-02-20
853,2078904.663491325,2022-02-20
854,6461.022855476906,2022-02-19
855,99.94325720902509,2022-02-19
856,20882.1992435818,2022-02-19
857,28709.19960163296,2022-02-19
858,276652.8392655,2022-02-19
859,5223850.454929256,2022-02-19
860,2115976.954879538,2022-02-19
861,81919.06634023301,2022-02-19
862,0.009539,2022-02-19
863,14548.029721397532,2022-02-18
864,3056.1666628539356,2022-02-18
865,39988.01648885917,2022-02-18
866,98071.98377860726,2022-02-18
867,816987.716932,2022-02-18
868,9045902.551843027,2022-02-18
869,424394.5748850207,2022-02-18
870,20584.591320477237,2022-02-18
871,2121.7389511850915,2022-02-17
872,31.850906649160773,2022-02-17
873,20966.485652289273,2022-02-17
874,65371.82840518886,2022-02-17
875,288483.7408985,2022-02-17
876,12083127.691411873,2022-02-17
877,377164.61890258134,2022-02-17
878,95882.75254065993,2022-02-17
879,0.23528288205658893,2022-02-17
880,8487.561099987566,2022-02-16
881,5.014416654356819,2022-02-16
882,310018.9827834688,2022-02-16
883,208582.62410440747,2022-02-16
884,253665.555067,2022-02-16
885,7354750.184622204,2022-02-16
886,1175991.3452067622,2022-02-16
887,466650.9561466501,2022-02-16
888,0.1653855,2022-02-16
889,8990.80301042442,2022-02-15
890,0.999855,2022-02-15
891,1035360.4851539531,2022-02-15
892,509092.76594753674,2022-02-15
893,300095.5780925,2022-02-15
894,4708946.848291935,2022-02-15
895,1203871.7830580415,2022-02-15
896,427187.87315803603,2022-02-15
897,13613.7120116057,2022-02-14
898,183057.90512379303,2022-02-14
899,71057.34247499116,2022-02-14
900,4611.69961786442,2022-02-13
901,2.720864382530448,2022-02-13
902,2737269.7650743774,2022-02-13
903,125543.36121443451,2022-02-13
904,267346.1658015,2022-02-13
905,15312973.636136979,2022-02-13
906,4438126.17098663,2022-02-13
907,0.00529268,2022-02-13
908,0.6670336969151918,2022-02-13
909,33794.40096157232,2022-02-13
910,1.670523293555512,2022-02-13
911,5155.184846303691,2022-02-12
912,6737.332151546906,2022-02-12
913,54066.12042322625,2022-02-12
914,209348.571805,2022-02-12
915,9639357.264443897,2022-02-12
916,153908.30512978893,2022-02-12
917,194650.3061642907,2022-02-12
918,0.3935451110947826,2022-02-12
919,11684.96557314616,2022-02-11
920,143716.64457693644,2022-02-11
921,570035.4047314655,2022-02-11
922,225304.435871,2022-02-11
923,21561661.950150006,2022-02-11
924,126419.16304249711,2022-02-11
925,549012.8961908272,2022-02-11
926,10072.205797394186,2022-02-10
927,0.9620765800478601,2022-02-10
928,131065.61418521329,2022-02-10
929,1631728.9989624103,2022-02-10
930,213227.7904455,2022-02-10
931,16818243.598289233,2022-02-10
932,146302.3004347518,2022-02-10
933,0.5286300023502568,2022-02-10
934,661958.6176474288,2022-02-10
935,11022.417906281888,2022-02-09
936,0.08593926987844293,2022-02-09
937,1203420.4673024772,2022-02-09
938,0.49987219908229136,2022-02-09
939,468006.15130369825,2022-02-09
940,83088.6631285,2022-02-09
941,8601461.33702142,2022-02-09
942,994008.510238742,2022-02-09
943,1186539.1424897993,2022-02-09
944,22112.420775534803,2022-02-08
945,0.06257864525297424,2022-02-08
946,1016901.636034526,2022-02-08
947,651709.3097529715,2022-02-08
948,267447.7223875,2022-02-08
949,16663139.596920293,2022-02-08
950,1852376.3478925552,2022-02-08
951,0.8535197805917623,2022-02-08
952,345959.40788251546,2022-02-08
953,857.944790153578,2022-02-08
954,3.799321943469138,2022-02-08
955,34190.30387168091,2022-02-07
956,2.84531387026181,2022-02-07
957,855889.8594245486,2022-02-07
958,676421.500805087,2022-02-07
959,490326.4023765,2022-02-07
960,6947904.8489491595,2022-02-07
961,44743367.90869205,2022-02-07
962,7.936198621722902,2022-02-07
963,270184.94298925414,2022-02-07
964,20.158748765908037,2022-02-07
965,12.699736717833488,2022-02-07
966,5106.935800780632,2022-02-06
967,23827.29070790528,2022-02-06
968,436110.42673312995,2022-02-06
969,84200.232494,2022-02-06
970,3550588.262707166,2022-02-06
971,187986.64447298925,2022-02-06
972,431179.6630924423,2022-02-06
973,0.09750983094732146,2022-02-06
974,5812.795450197002,2022-02-05
975,0.09880520097619451,2022-02-05
976,21.287779806195225,2022-02-05
977,36200.767577491926,2022-02-05
978,151277.5156018508,2022-02-05
979,202705.032175,2022-02-05
980,3961529.837653549,2022-02-05
981,126368.61188496312,2022-02-05
982,4.8064025,2022-02-05
983,1.5421246479157953,2022-02-05
984,667209.329925372,2022-02-05
985,1.8773120550299993,2022-02-05
986,0.4274996302078626,2022-02-05
987,23379.695154381432,2022-02-04
988,0.171728,2022-02-04
989,429164.0888213366,2022-02-04
990,371531.4156568302,2022-02-04
991,213333.993955,2022-02-04
992,7785579.121961976,2022-02-04
993,513348.27253570413,2022-02-04
994,0.09231997333399083,2022-02-04
995,966023.3517660483,2022-02-04
996,1.0489934060742578,2022-02-04
997,967.8467103590482,2022-02-04
998,0.0,2022-02-04
999,31.98378162770191,2022-02-04
1000,14710.578524206829,2022-02-03
1001,0.9709393902332369,2022-02-03
1002,1877088.195703898,2022-02-03
1003,736573.203194416,2022-02-03
1004,219894.273892,2022-02-03
1005,13291042.231501935,2022-02-03
1006,609818.0177830834,2022-02-03
1007,0.326682779193153,2022-02-03
1008,738529.8824611624,2022-02-03
1009,16605.10709977486,2022-02-02
1010,6.415254342224053,2022-02-02
1011,118552.49982035228,2022-02-02
1012,1251835.610764279,2022-02-02
1013,197190.322863,2022-02-02
1014,12130834.316071356,2022-02-02
1015,2348883.4568051314,2022-02-02
1016,0.43663306792494505,2022-02-02
1017,799712.1578295071,2022-02-02
1018,18756.748575500947,2022-02-01
1019,1.7916971801881045,2022-02-01
1020,99802.27542025199,2022-02-01
1021,124064.64747234635,2022-02-01
1022,246377.7386875,2022-02-01
1023,6195034.645276818,2022-02-01
1024,2236143.529567575,2022-02-01
1025,0.499119,2022-02-01
1026,40548.778129186816,2022-01-31
1027,0.9999355,2022-01-31
1028,104027.83563523732,2022-01-31
1029,121282.71036745954,2022-01-31
1030,79825.801444,2022-01-31
1031,9103419.02882037,2022-01-31
1032,54664.393440507665,2022-01-31
1033,24895.101894132895,2022-01-30
1034,59031.82093376903,2022-01-30
1035,99945.73921781508,2022-01-30
1036,468298.4875695,2022-01-30
1037,7149339.347794518,2022-01-30
1038,1.0013228451897365,2022-01-30
1039,31749.397113859446,2022-01-29
1040,2.99793,2022-01-29
1041,86651.98149056295,2022-01-29
1042,134104.88009161095,2022-01-29
1043,576319.103197,2022-01-29
1044,6276470.189998301,2022-01-29
1045,31792.317341522048,2022-01-28
1046,19.563593413774598,2022-01-28
1047,112071.77802118497,2022-01-28
1048,308084.5370046196,2022-01-28
1049,1730130.2992155,2022-01-28
1050,21322391.769944377,2022-01-28
1051,2.4668346,2022-01-28
1052,82743.08494202331,2022-01-27
1053,10577.432858212958,2022-01-27
1054,342403.07792405726,2022-01-27
1055,465902.4432265,2022-01-27
1056,17738675.43612745,2022-01-27
1057,49904.67653274684,2022-01-26
1058,1011325.4047414486,2022-01-26
1059,709562.0750131538,2022-01-26
1060,567236.0077605,2022-01-26
1061,21610487.930643372,2022-01-26
1062,0.002805323263991345,2022-01-26
1063,7059.747231064852,2022-01-26
1064,73520.73472198697,2022-01-25
1065,289184.96952805656,2022-01-25
1066,1480850.9114998064,2022-01-25
1067,212557.5128595,2022-01-25
1068,15908830.320250409,2022-01-25
1069,6310.869755539578,2022-01-25
1070,83628.51910077927,2022-01-24
1071,343667.12013464014,2022-01-24
1072,837012.631493541,2022-01-24
1073,818729.503087,2022-01-24
1074,38587383.466847196,2022-01-24
1075,105228.56036366765,2022-01-23
1076,687112.5717781907,2022-01-23
1077,1055084.982133277,2022-01-23
1078,480880.310443,2022-01-23
1079,17822781.543160733,2022-01-23
1080,97495.83262437097,2022-01-22
1081,1619769.2048147616,2022-01-22
1082,217521.6779949021,2022-01-22
1083,568422.9852591254,2022-01-22
1084,898562.9861145,2022-01-22
1085,58445544.89703554,2022-01-22
1086,52549.482711386154,2022-01-21
1087,1244496.7883940972,2022-01-21
1088,1167976.011553621,2022-01-21
1089,899170.752893,2022-01-21
1090,41964487.12041557,2022-01-21
1091,20407.98262713597,2022-01-21
1092,51470.47619912912,2022-01-20
1093,231650.44815086832,2022-01-20
1094,1649636.4905894871,2022-01-20
1095,334623.6083595,2022-01-20
1096,11709670.655461648,2022-01-20
1097,43095.138336979944,2022-01-19
1098,64491.993113492616,2022-01-19
1099,837601.559433577,2022-01-19
1100,326882.429432,2022-01-19
1101,14327651.120773023,2022-01-19
1102,8.742636809023699,2022-01-19
1103,28551.90744097082,2022-01-18
1104,569834.2139757095,2022-01-18
1105,375360.01976201544,2022-01-18
1106,196407.396027,2022-01-18
1107,9917504.821056323,2022-01-18
1108,20126.17075908236,2022-01-17
1109,1205462.1836323694,2022-01-17
1110,100315.48972344433,2022-01-17
1111,211451.208542,2022-01-17
1112,7981499.918661804,2022-01-17
1113,15962.007530860912,2022-01-16
1114,808025.1786911789,2022-01-16
1115,1050950.9696438059,2022-01-16
1116,332571.910305,2022-01-16
1117,10644990.323974531,2022-01-16
1118,43054.14251302301,2022-01-15
1119,167532.3707789297,2022-01-15
1120,215616.35409298885,2022-01-15
1121,118780.938657,2022-01-15
1122,12689164.570856709,2022-01-15
1123,50790.287183987515,2022-01-14
1124,1251570.6107530633,2022-01-14
1125,288687.9354377795,2022-01-14
1126,199260.592367,2022-01-14
1127,10871338.972333865,2022-01-14
1128,2.2118214037465953,2022-01-13
1129,45135.63481959164,2022-01-13
1130,8747439.6852804,2022-01-13
1131,339739.39650653326,2022-01-13
1132,196255.2127855,2022-01-13
1133,13755988.36383015,2022-01-13
1134,2.212446175820857,2022-01-12
1135,24256.885932166548,2022-01-12
1136,497038.18665275007,2022-01-12
1137,779096.0800722662,2022-01-12
1138,186614.142737,2022-01-12
1139,7741307.635180731,2022-01-12
1140,12445.295225923086,2022-01-11
1141,84177.10768718152,2022-01-11
1142,445130.8250191563,2022-01-11
1143,194984.409812,2022-01-11
1144,12021714.771065192,2022-01-11
1145,56213.52039818167,2022-01-10
1146,204076.3529783519,2022-01-10
1147,1050129.2779964302,2022-01-10
1148,279830.18433,2022-01-10
1149,30721693.324320793,2022-01-10
1150,23353.221481611596,2022-01-09
1151,452803.4678854298,2022-01-09
1152,1278436.538100881,2022-01-09
1153,119717.679915,2022-01-09
1154,14177136.865229119,2022-01-09
1155,30278.921255235255,2022-01-08
1156,262156.8085806555,2022-01-08
1157,264517.18098419206,2022-01-08
1158,262942.511087,2022-01-08
1159,20998664.216130476,2022-01-08
1160,64259.146341254476,2022-01-07
1161,1421557.7293815543,2022-01-07
1162,145384.4830716671,2022-01-07
1163,320086.83514,2022-01-07
1164,32114125.77323202,2022-01-07
1165,23388.621856906757,2022-01-06
1166,274152.7017205671,2022-01-06
1167,307331.15791224287,2022-01-06
1168,394849.314445,2022-01-06
1169,17527432.95052998,2022-01-06
1170,11738.743316294516,2022-01-05
1171,164869.76001853315,2022-01-05
1172,765132.8258196507,2022-01-05
1173,49997.3196655,2022-01-05
1174,20760894.031869277,2022-01-05
1175,0.0009985,2022-01-05
1176,20797.552418591695,2022-01-04
1177,91897.45447862617,2022-01-04
1178,667638.6126414745,2022-01-04
1179,105519.2830915,2022-01-04
1180,9729143.411943784,2022-01-04
1181,21902.74209272247,2022-01-03
1182,1048920.053238972,2022-01-03
1183,1077209.0350918057,2022-01-03
1184,114802.072616,2022-01-03
1185,10806540.256182048,2022-01-03
1186,55450.46657235793,2022-01-02
1187,139916.83682066566,2022-01-02
1188,390218.98043491325,2022-01-02
1189,93568.915144,2022-01-02
1190,12226095.924883183,2022-01-02
1191,62330.70156758217,2022-01-01
1192,114786.27674125979,2022-01-01
1193,400472.653205955,2022-01-01
1194,256588.4263565,2022-01-01
1195,13841251.740231723,2022-01-01
1196,19574.31433190437,2021-12-31
1197,17108.848167592358,2021-12-31
1198,1157195.3374526433,2021-12-31
1199,258692.2407585,2021-12-31
1200,13957375.694871679,2021-12-31
1201,191159.52223560575,2021-12-30
1202,389683.3094207123,2021-12-30
1203,259845.0574485,2021-12-30
1204,19502910.313846964,2021-12-30
1205,375770.7175170153,2021-12-29
1206,1113447.0023879341,2021-12-29
1207,113582.488955,2021-12-29
1208,22387992.290637054,2021-12-29
1209,125930.88480172264,2021-12-28
1210,760219.5410872044,2021-12-28
1211,86105.514147,2021-12-28
1212,13472241.094251573,2021-12-28
1213,227771.2974526258,2021-12-27
1214,1434747.3148405505,2021-12-27
1215,34082.841687,2021-12-27
1216,9731706.967067186,2021-12-27
1217,719468.1461747916,2021-12-26
1218,1778269.84721747,2021-12-26
1219,450870.567091,2021-12-26
1220,10950889.225443542,2021-12-26
1221,28157.70622786002,2021-12-25
1222,650576.3790549996,2021-12-25
1223,72089.5189075,2021-12-25
1224,11236209.637476092,2021-12-25
1225,663461.6776471747,2021-12-24
1226,2025785.6512486837,2021-12-24
1227,146520.6088225,2021-12-24
1228,12226428.23612718,2021-12-24
1229,112724.7445299041,2021-12-23
1230,3483636.9558431813,2021-12-23
1231,248789.29434,2021-12-23
1232,19273602.72576688,2021-12-23
1233,55047.04136500884,2021-12-22
1234,441551.11527564254,2021-12-22
1235,87403.723952,2021-12-22
1236,18192664.80740439,2021-12-22
1237,880772.0320892382,2021-12-21
1238,133487.1096849164,2021-12-21
1239,139645.0635425,2021-12-21
1240,10406029.890933175,2021-12-21
1241,9872.39416421933,2021-12-20
1242,375050.2432918754,2021-12-20
1243,41663.020429,2021-12-20
1244,15276273.931205941,2021-12-20
1245,216184.4560924206,2021-12-19
1246,124842.90640472592,2021-12-19
1247,108064.337061,2021-12-19
1248,21474335.275457185,2021-12-19
1249,313740.1448202203,2021-12-18
1250,513670.15439361153,2021-12-18
1251,183893.258616,2021-12-18
1252,17331026.004194632,2021-12-18
1253,1442840.7583837362,2021-12-17
1254,172217.65158184417,2021-12-17
1255,143619.0896315,2021-12-17
1256,23009193.5275395,2021-12-17
1257,1110658.6336502472,2021-12-16
1258,195057.9185238421,2021-12-16
1259,48131.4515735,2021-12-16
1260,16542872.856816519,2021-12-16
1261,32219.24767985597,2021-12-15
1262,197206.2000561068,2021-12-15
1263,46744.8038295,2021-12-15
1264,29175308.50518569,2021-12-15
1265,306023.3037840463,2021-12-14
1266,280119.37066977314,2021-12-14
1267,83152.0391065,2021-12-14
1268,30044533.542604838,2021-12-14
1269,237377.7002036674,2021-12-13
1270,265475.937769386,2021-12-13
1271,181631.072956,2021-12-13
1272,35031348.397052415,2021-12-13
1273,428587.87927133637,2021-12-12
1274,14949.006902730122,2021-12-12
1275,108707.022379,2021-12-12
1276,15213818.0145611,2021-12-12
1277,52.61293528221368,2021-12-12
1278,1333567.672853038,2021-12-11
1279,17922.565926202158,2021-12-11
1280,172705.7829085,2021-12-11
1281,0.0,2021-12-11
1282,23671389.737539265,2021-12-11
1283,137347.63710497165,2021-12-10
1284,289477.5614158539,2021-12-10
1285,147839.400313,2021-12-10
1286,32322868.765385225,2021-12-10
1287,438492.7578576743,2021-12-09
1288,85521.65772726889,2021-12-09
1289,206677.9544275,2021-12-09
1290,31074493.937473033,2021-12-09
1291,63289.54323459233,2021-12-08
1292,226463.60508729002,2021-12-08
1293,1031.838638,2021-12-08
1294,24902247.810174923,2021-12-08
1295,121018.32520053156,2021-12-07
1296,713205.3258706061,2021-12-07
1297,19055168.776645277,2021-12-07
1298,0.5234223048770565,2021-12-07
1299,430404.9275522721,2021-12-06
1300,13.816625734288762,2021-12-06
1301,389618.15943377325,2021-12-06
1302,31149277.78577966,2021-12-06
1303,329083.3218312531,2021-12-05
1304,152875.4291632054,2021-12-05
1305,13082359.273863677,2021-12-05
1306,430403.1805032698,2021-12-04
1307,358378.685703881,2021-12-03
1308,273112.3027640215,2021-12-02
1309,26817.42336388594,2021-12-01
1310,38005.61056404795,2021-11-30
1311,163554.18170201284,2021-11-29
1312,30359.333348631437,2021-11-28
1313,81275.83836984949,2021-11-27
1314,117768.26162444425,2021-11-26
1315,132363.04439223916,2021-11-25
1316,126003.49238287381,2021-11-24
1317,17524.530784962764,2021-11-23
1318,86629.71996321817,2021-11-22
1319,32485.66114130641,2021-11-21
1320,72257.50146571537,2021-11-20
1321,59956.89852004456,2021-11-19
1322,115782.20846475822,2021-11-18
1323,140627.77130184387,2021-11-17
1324,159461.42177678557,2021-11-16
1325,50872.16969870935,2021-11-15
1326,42942.9718778565,2021-11-14
1327,113102.31810371432,2021-11-13
1328,235372.7950084445,2021-11-12
1329,116177.86551787799,2021-11-11
1330,577603.1391075904,2021-11-10
1331,421760.7680825705,2021-11-09
1332,2819601.7538703345,2021-11-08
1333,736286.3222478692,2021-11-07
1334,2740511.1342426715,2021-11-06
1335,2038078.8381449857,2021-11-05
1336,565918.7582135368,2021-11-04
1337,446513.52009185246,2021-11-03
1338,791508.8147042047,2021-11-02
1339,1647474.006534311,2021-11-01
1340,165460.0710718531,2021-10-31
1341,2289462.1760232514,2021-10-30
1342,40277.62385225481,2021-10-29
1343,134630.27671710533,2021-10-28
1344,87816.80268464792,2021-10-27
1345,1192837.5380535247,2021-10-26
1346,257117.69025375103,2021-10-25
1347,202286.68566037272,2021-10-24
1348,238851.01001660028,2021-10-23
1349,933933.8794444386,2021-10-22
1350,135563.85069575754,2021-10-21
1351,1450496.0169586006,2021-10-20
1352,57514.625808002806,2021-10-19
1353,314338.2365179993,2021-10-18
1354,299878.1255656281,2021-10-17
1355,88762.57657136882,2021-10-16
1356,78926.20325291848,2021-10-15
1357,81050.35761664578,2021-10-14
1358,805442.8977787051,2021-10-13
1359,1517605.9661606299,2021-10-12
1360,237047.70419275513,2021-10-11
1361,184435.4780787507,2021-10-10
1362,227790.08298525162,2021-10-09
1363,473324.1522705587,2021-10-08
1364,482648.2056078946,2021-10-07
1365,1915190.4392540185,2021-10-06
1366,356190.36098467454,2021-10-05
1367,429427.49342358153,2021-10-04
1368,180573.3251578694,2021-10-03
1369,27426.965271463057,2021-10-02
1370,1183679.187282115,2021-10-01
1371,1274491.717828466,2021-09-30
1372,6295701.40267927,2021-09-29
1373,116250.81754187169,2021-09-28
1374,36787.42662024234,2021-09-27
1375,18047.809013878585,2021-09-26
1376,19549.543555999302,2021-09-25
1377,325039.7915776185,2021-09-24
1378,815957.1924159564,2021-09-23
1379,572712.1280087174,2021-09-22
1380,214603.56801536164,2021-09-21
1381,317441.3337993234,2021-09-20
1382,549537.7734669638,2021-09-19
1383,434003.97539245646,2021-09-18
1384,576474.0089066413,2021-09-17
1385,388733.3451813862,2021-09-16
1386,926048.0495549523,2021-09-15
1387,145315.86712677995,2021-09-14
1388,380988.5100390623,2021-09-13
1389,1266544.2238380776,2021-09-12
1390,207274.11000845168,2021-09-11
1391,1373766.2546526894,2021-09-10
1392,968559.8325637899,2021-09-09
1393,528145.3052138794,2021-09-08
1394,453589.2540332259,2021-09-07
1395,1163680.4387979086,2021-09-06
1396,243574.8990925707,2021-09-05
1397,110645.77123151721,2021-09-04
1398,581105.7474671197,2021-09-03
1399,1176592.4089708207,2021-09-02
1400,429367.2847613239,2021-09-01
1401,154507.18625870586,2021-08-31
1402,386642.62611404463,2021-08-30
1403,146801.29599462307,2021-08-29
1404,45725.056247865614,2021-08-28
1405,152248.38629739842,2021-08-27
1406,3896973.848330571,2021-08-26
1407,233203.43173036736,2021-08-25
1408,4048194.2346888245,2021-08-24
1409,148525.06538775517,2021-08-23
1410,1902600.6873013591,2021-08-22
1411,2347665.833647368,2021-08-21
1412,104620.99496921673,2021-08-20
1413,303023.0482840096,2021-08-19
1414,212931.66572202634,2021-08-18
1415,467884.8517515158,2021-08-17
1416,55810.06731922336,2021-08-16
1417,56145.655891686336,2021-08-15
1418,125955.87193819124,2021-08-14
1419,19794.21424821766,2021-08-13
1420,119067.59328865193,2021-08-12
1421,440131.4148196442,2021-08-11
1422,223090.01510506196,2021-08-10
1423,2795.7993501817205,2021-08-09
1424,22583.415565193463,2021-08-08
1425,68039.47098102418,2021-08-07
1426,105816.7518509623,2021-08-06
1427,163463.2056853768,2021-08-05
1428,133578.6384115069,2021-08-04
1429,70779.25104965905,2021-08-03
1430,94254.68787638312,2021-08-02
1431,338927.9207697179,2021-08-01
1432,210632.6112626919,2021-07-31
1433,505268.09115191095,2021-07-30
1434,612658.6342668799,2021-07-29
1435,289783.09999843437,2021-07-28
1436,996406.6231492556,2021-07-27
1437,675709.214691642,2021-07-26
1438,504187.31666792795,2021-07-25
1439,111299.69848336076,2021-07-24
1440,74853.48910562198,2021-07-23
1441,1497704.08880368,2021-07-22
1442,157746.9348732375,2021-07-21
1443,215817.5717872667,2021-07-20
1444,1633324.292384728,2021-07-19
1445,1038415.1533045808,2021-07-18
1446,24608.858073103787,2021-07-17
